id,key,subject,sender,recipient,date,msg,tags,concepts,class
719,odbc://SAS_1970s/dbo.SAS_Docs/1649516,MEETING IN MOSCOW OF SUB-COMMITTEE OF FRG-SOVIET MIXED ECONOMIC  COMMISSION,MOSCOW,STATE,5-Aug-74,,"ETRD, UR, GE","ECONOMIC COOPERATION, COMMITTEE MEETINGS, COMMUNIST COUNTRIES TRADE",
720,odbc://SAS_1970s/dbo.SAS_Docs/1615082,VISIT OF POLISH PRIME MINISTER JAROSZEWICZ,BUCHAREST,WEHC/SECSTATE WASHDC 9608,8-Aug-74,,"PFOR, RO, PL, (JAROSZEWICZ)","ECONOMIC COOPERATION, MINISTERIAL VISITS",
721,odbc://SAS_1970s/dbo.SAS_Docs/1611209,DRV/PRG DIPLOMATIC OFFENSIVE,ROME,STATE,8-Aug-74,,"PINT, PFOR, IT, VS, VN, PRG, (UNGARO, CARLO)","RECOGNITION, DIPLOMATIC DISCUSSIONS, DIPLOMATIC REPRESENTATIONS",
722,odbc://SAS_1970s/dbo.SAS_Docs/1582254,OMANIAN FORECAST OF POSSIBLE WARSAW PACT SUMMIT IN CRIMEA,STATE,BUCHAREST MULTIPLE,11-Aug-74,,"PFOR, NATO","MEETINGS, COMMUNISTS",
723,odbc://SAS_1970s/dbo.SAS_Docs/1560927,GATT APPLIED TARIFF RATE FILE,STOCKHOLM,STATE,13-Aug-74,,"ETRD, GATT","TRADE, NEGOTIATIONS, TARIFFS, IMPORT CONTROLS",
724,odbc://SAS_1970s/dbo.SAS_Docs/1536882,POLAND TO INVEST IN SOVIET IRON ORE EXTRACTION,WARSAW,STATE,15-Aug-74,,"ECIN, EMIN, PL, UR, COMECON","SUPPLIES, IRON, TRADE AGREEMENTS",
725,odbc://SAS_1970s/dbo.SAS_Docs/1512732,CYPRUS: TURKISH VIEWS ON NEXT STEPS,NICOSIA,STATE,19-Aug-74,,"PINT, MOPS, PFOR, CY, TU","FOREIGN POLICY POSITION, PEACE TALKS, NEGOTIATIONS",
726,odbc://SAS_1970s/dbo.SAS_Docs/1472903,n/a,PARIS,STATE,22-Aug-74,,"ETRN, EAIR, SP, PO, EUROCONTROL, (LAROQUE DE LA CRUZ, ENRIQUE)","DISPUTES, MEMBERSHIP, DIPLOMATIC DISCUSSIONS, AIR TRAFFIC CONTROL",
727,odbc://SAS_1970s/dbo.SAS_Docs/1449715,EUROPEAN CMMMUNIST CONFERENCE: SOVIET-ROMANIAN RELATIONS; COMMUNIST  AFFAIRS,MOSCOW,STATE,24-Aug-74,,"PFOR, IT, RO, UR, BU","FOREIGN RELATIONS, COMMUNISTS, POLITICAL SITUATION, MEETINGS",
728,odbc://SAS_1970s/dbo.SAS_Docs/1423950,CONVERSATION WITH DEPARTING AFGHAN AMBASSADOR POPAL,ISLAMABAD,STATE,27-Aug-74,,"PFOR, AF, PK","FOREIGN RELATIONS, PERSONAL OPINION, DIPLOMATIC PERSONNEL RECALL,  PERSONNEL ASSIGNMENTS, AMBASSADORS",
729,odbc://SAS_1970s/dbo.SAS_Docs/1584476,EAL: KUWAIT'S FALLING OIL PRODUCTION COULD AFFECT DOMESTIC INDUSTRIAL  PLANS,KUWAIT,STATE,10-Aug-74,,"ENRG, EIND, BEXP, KU","PETROLEUM PRODUCTION, INDUSTRIAL PLANTS",
730,odbc://SAS_1970s/dbo.SAS_Docs/1402644,ROK-JAPAN RELATIONS: JAPANESE VERSION OF CONVERSATION BETWEEN  PRESIDENT PARK AN AMBASSADOR USHIROKU,SEOUL,STATE,31-Aug-74,,"PFOR, PINS, PINT, KS, JA","ASSASSINATION, FOREIGN POLICY POSITION, INTERGOVERNMENTAL  COOPERATION, PUBLIC ATTITUDES, PLOTS, POLICE INVESTIGATIONS",
731,odbc://SAS_1970s/dbo.SAS_Docs/1410537,KUDIRKA CASE,MOSCOW,STATE,28-Aug-74,,"PFOR, CASC, UR, US, (KUDIRKA, SIMAS)","PRISONERS, CONSULAR SERVICES, EMIGRANTS",
732,odbc://SAS_1970s/dbo.SAS_Docs/1519938,VISIT OF SWISS FEDERAL COUNCILLOR GRABER TO PEKING,PEKING,STATE,30-Aug-74,,"PFOR, ECON, CH, SZ, (GRABER, PIERRE)","FOREIGN RELATIONS, MEETING DELEGATIONS",
733,odbc://SAS_1970s/dbo.SAS_Docs/1438275,OFFSHORE OIL EXPLORATION--REPORT CLAIMS ZAPATA HAS MADE OFFER TO GOI,NEW DELHI,STATE,26-Aug-74,,"ENRG, IN, ZAPATA CORPORATION","OFFSHORE OIL FIELDS, EXPLORATORY DRILLING",
734,odbc://SAS_1970s/dbo.SAS_Docs/1447217,PETROLEUM: FURTHER VIEWS ON SITUATION IN QATAR,KUWAIT,STATE,24-Aug-74,,"ENRG, EFIN, PFOR, QA, QATAR PETROLEUM CO, (GILLAT)","PETROLEUM INDUSTRY, PETROLEUM PRODUCTION, ECONOMIC CONDITIONS, PRICES",
735,odbc://SAS_1970s/dbo.SAS_Docs/1473675,SOVIET-JAPAN RELATIONS,MOSCOW,STATE,22-Aug-74,,"PFOR, JA, UR, (TANAKA)","FOREIGN RELATIONS, ECONOMIC COOPERATION, NEWS MEDIA COMMENTS,  POLITICAL SITUATION",
736,odbc://SAS_1970s/dbo.SAS_Docs/1492621,JULY 30 BOMB PLOT,FREETOWN,STATE,21-Aug-74,,"PINS, PINT, SL, (FORNA, MOHAMED), (BASH-TAQI, IBRAHIM), (LANSANA),  (KAMARA)","BOMBING, POLICE INVESTIGATIONS, TRIALS",
737,odbc://SAS_1970s/dbo.SAS_Docs/1495675,NEW AUSTRALIAN ITEM ON DIPLOMATIC ASYLUM,USUN NEW YORK,STATE,20-Aug-74,,"PFOR, AS, UN","POLITICAL ASYLUM, PARAMILITARY FORCES, LAW, INTERNATIONAL  ORGANIZATIONS",
738,odbc://SAS_1970s/dbo.SAS_Docs/1513240,COMMENTS OF A PALESTINIAN LEADER IN KUWAIT ON CURRENT PLO ACTIVITIES.,KUWAIT,STATE,18-Aug-74,,"PFOR, PINS, KU, PLO, STATE, (AL-HASAN, ALI)","PARAMILITARY FORCES, MEETING DELEGATIONS, DIPLOMATIC DISCUSSIONS",
739,odbc://SAS_1970s/dbo.SAS_Docs/1529753,JORGE JARDIM VISITS SWAZILAND SUMMARY. MOZAMBIQUE BUSINESSMAN JORGE  JARDIM VISITED,MBABANE,STATE,16-Aug-74,,"PDEV, PFOR, PINS, OTRA, MZ, WZ, (JARDIM, JORGE)","INDEPENDENCE, VISITS, POLITICAL SITUATION",
740,odbc://SAS_1970s/dbo.SAS_Docs/1588331,AUSTRALIAN INITIATIVE FOR NEW UNGA ITEM ON PEACEFUL SETTLEMENT OF  DISPUTES,USUN NEW YORK,STATE,9-Aug-74,,"PFOR, AS, UN, (MCINTRYE)","DISPUTES, DISPUTE SETTLEMENT, ARMISTICE, INSTRUCTIONS, FOREIGN POLICY  POSITION, PEACE PLANS, RESOLUTIONS",
741,odbc://SAS_1970s/dbo.SAS_Docs/1533082,REVISION OF MINE AGREEMENTS,LUSAKA,STATE,16-Aug-74,,"EFIN, EMIN, ZA, ANGLO-AMERICAN, NCCM","COMPENSATION, MINING INDUSTRY",
742,odbc://SAS_1970s/dbo.SAS_Docs/1608210,JAPANESE VERSION OF DISCUSSION ON CAMBODIA AT BILATERAL POLICY  PLANNING EXCHANGE IN TOKYO,PHNOM PENH,STATE,8-Aug-74,,"PFOR, CB, US, JA, UN, ESF, (DEAN, JOHN GUNTHER), (KURINO, ADOR)","ECONOMIC ASSISTANCE, PEACE, PLANNING MEETINGS, MEMBERSHIP  APPLICATIONS, FINANCIAL CONTRIBUTIONS, FOREIGN POLICY POSITION, NEGOTIATIONS, DIPLOMATIC  DISCUSSIONS",
743,odbc://SAS_1970s/dbo.SAS_Docs/1611107,CDA CLAIMS HAVE PLANS FOR UNITA'SUPPORTED COUNTER- COUP IF AND WHEN  SUFFICIENT FIREPOWER AVAILABLE,LUANDA,STATE,8-Aug-74,,"PINT, PINS, PDEV, AO, UNITA, PCDA, (DE FREITAS, CORREIA), (FERRONHA,  ANTONIO)","PARAMILITARY FORCES, JUNTA, MILITARY ASSISTANCE, GOVERNMENT  OVERTHROW, POLITICAL LEADERS",
744,odbc://SAS_1970s/dbo.SAS_Docs/1408423,GOS-ALCOA NEGOTIATIONS,PARAMARIBO,STATE,28-Aug-74,,"EMIN, EIND, EFIN, NS, US, ALCOA, SURALCOA, (BUSTION), (ARRON)","BAUXITE, NEGOTIATIONS, MINING INDUSTRY, SUBSIDIARIES, JOINT VENTURES,  BUSINESS FIRMS",
745,odbc://SAS_1970s/dbo.SAS_Docs/1459615,MORE CORRUPTION EXPOSES POSSIBLE,KADUNA,STATE,23-Aug-74,,"PINT, NI, (JOSEPH, BAYO)","CORRUPTION, POLICE INVESTIGATIONS, INFORMATION CONTROL",
746,odbc://SAS_1970s/dbo.SAS_Docs/1488417,"PDIP, PFOR, PN, CU SUBJ: PANAMA-CUBA RELATIONS",PANAMA,STATE,21-Aug-74,,"PDIP, PFOR, PN, CU","DIPLOMATIC RELATIONS ESTABLISHMENT, FOREIGN POLICY POSITION",
747,odbc://SAS_1970s/dbo.SAS_Docs/1501409,EXIM CREDIT NO. 3595,LUSAKA,STATE,20-Aug-74,,"EFIN, EMIN, ZA, XMB","CREDIT, COPPER, AGREEMENTS, BANKS, LOANS",
748,odbc://SAS_1970s/dbo.SAS_Docs/1501042,WORKING GROUP ON SCIENCE AND TRANSFER OF TECHNOLOGY,BUENOS AIRES,STATE,20-Aug-74,,"PFOR, EGEN, TGEN, AR, UNCTAD","SCIENTIFIC COOPERATION, COMMITTEES, TECHNOLOGICAL EXCHANGES",
749,odbc://SAS_1970s/dbo.SAS_Docs/1660517,INCB EFFORTS TO PROMOTE COOPERATION WITH PRC,STATE,HONG KONG,2-Aug-74,,"SNAR, CH, US, UN, INCB","DRUG CONTROL, INTERNATIONAL LAW, NARCOTICS, DRUG TRAFFIC, MEETINGS,  INTERGOVERNMENTAL COOPERATION, FOREIGN POLICY POSITION",
750,odbc://SAS_1970s/dbo.SAS_Docs/1542306,VISIT OF PDRY PRESIDENT TO SOMALIA,MOGADISCIO,STATE,15-Aug-74,,"PFOR, SO, UR, YS, (ALI, SALIM)","FOREIGN RELATIONS, AGREEMENTS, ECONOMIC ASSISTANCE, HEAD OF  GOVERNMENT VISITS, DEVELOPMENT PROGRAMS",
751,odbc://SAS_1970s/dbo.SAS_Docs/1621770,DETENTION OF THREE ADDITIONAL REFUGEES,MBABANE,STATE,7-Aug-74,,"SREF, PINS, WZ, SF, (ZIKALALA, ROBERT), (SHANGE, KENNETH), (NENE,  PHINEAS)","DETENTION, REFUGEES, ARRESTS",
752,odbc://SAS_1970s/dbo.SAS_Docs/1635188,ALBANIA,ROME,STATE,6-Aug-74,,"PFOR, AL, IT, (HOXHA, ENVER)","ARMED FORCES, POLITICAL MILITARY RELATIONS, MILITARY CEREMONIES,  REPRESENTATION AT CEREMONIES, PARTY LEADERS, AIR SCHEDULES",
753,odbc://SAS_1970s/dbo.SAS_Docs/1683615,STATUS OF US/ROMANIAN LINEAR ACCELERATOR PROJECT,BUCHAREST,STATE,8-Aug-74,,"OSCI, OVIP, TBIO, TPHY, RO, (WEINBERGER)","CANCER, MEDICAL RESEARCH, MINISTERIAL VISITS, NUCLEAR RESEARCH,        SCIENTIFIC COOPERATION, TECHNOLOGICAL EXCHANGES",
754,odbc://SAS_1970s/dbo.SAS_Docs/1606463,BANANA TAX,STATE,SAN JOSE MULTIPLE,8-Aug-74,,"ETRD, PN, UNITED FRUIT","DISPUTE SETTLEMENT, BANANAS, BUSINESS FIRMS, NEGOTIATIONS, CONTRACTS",
755,odbc://SAS_1970s/dbo.SAS_Docs/1638176,BANANA TAX,PANAMA,STATE,6-Aug-74,,"ETRD, PN, UNITED BRANDS, (MANFREDO, FERNANDO), (TAYLOR, JOHN)","PRESS COMMENTS, CUSTOMS DUTIES, RELOCATION, BUSINESS FIRMS, BANANAS,  DIPLOMATIC DISCUSSIONS, CONTRACTS, DIPLOMATIC COMMUNICATIONS",
756,odbc://SAS_1970s/dbo.SAS_Docs/1682149,POSSIBLE FURTHER GREEK ACTION FOLLOWING WITHDRAWAL FROM NATO,ATHENS,"STATE INFO ANKARA
DOD
JCS
MULTIPLE",16-Aug-74,,"MILI, PFOR, CY, GR, TU, NATO","ANTIAMERICAN, MILITARY POLICIES, POLITICAL SITUATION, PUBLIC           ATTITUDES, RELATIONS WITH INTERNATIONAL ORGS, STATUS OF FORCES AGREEMENTS,       WITHDRAWAL OF MEMBERSHIP",
757,odbc://SAS_1970s/dbo.SAS_Docs/1534095,POSSIBLE FURTHER GREEK ACTION FOLLOWING WITHDRAWAL FROM NATO,ATHENS,STATE,16-Aug-74,,"PFOR, GR, TU, CY, NATO","WITHDRAWAL OF MEMBERSHIP, FOREIGN RELATIONS, MILITARY BASES,  COLLECTIVE SECURITY AGREEMENTS",
758,odbc://SAS_1970s/dbo.SAS_Docs/1462406,ROMANIAN 30TH ANNIVERSARY - WRAPUP,BUCHAREST,STATE,23-Aug-74,,"PFOR, RO, UR, CH, (CEAUSESCU, NICOLAE)","PRESS COMMENTS, INDEPENDENCE CELEBRATIONS",
759,odbc://SAS_1970s/dbo.SAS_Docs/1487605,ENERGY: CANADIAN SEPTEMBER OIL EXPORT TAX,OTTAWA,STATE,21-Aug-74,,"ENRG, CA, (ANDREW)","CUSTOMS DUTIES, PETROLEUM, EXPORTS, PRICE TRENDS, DIPLOMATIC  DISCUSSIONS",
760,odbc://SAS_1970s/dbo.SAS_Docs/1635599,AMBASSADORIAL CHANGES AND RUMORED SHIFTS,SOFIA,STATE,6-Aug-74,,"PDIP, PINR, PINT, BU, PK, GR, LA, VN, RO, LY, MG, TS, (TOCHEV, TONCHO  KIRYAKOV), (PETKOV, GEORGI DIMETROV), (NIKOLOV, NIKOLAY CHERNOV), (KARASLAVOV, ST OYAN), (ABADZHIEV, IVAN), (GYAUROV, KOSTADIN)","BIOGRAPHIC INFORMATION, AMBASSADORS, PERSONNEL MOVEMENTS, PERSONNEL  APPOINTMENTS",
761,odbc://SAS_1970s/dbo.SAS_Docs/1628172,KINGSTON CONFERENCE BETWEEN EC AND ACP COUNTRIES,BONN,STATE,7-Aug-74,,"ETRD, EEC, KINGSTON, ACP","TRADE, ECONOMIC DEVELOPMENT, NEGOTIATIONS, RELATIONS WITH  INTERNATIONAL ORGS",
762,odbc://SAS_1970s/dbo.SAS_Docs/1618017,OECD COUNCIL DISCUSSION OF UN LINER CODE,STATE,HAMBURG MULTIPLE,7-Aug-74,,"EFIN, ETRN, EC, OECD, UNCTAD","MARINE TRANSPORTATION, LAW, MEETING AGENDA, TREATY SIGNATURE,  COMMITTEE MEETINGS",
763,odbc://SAS_1970s/dbo.SAS_Docs/1578805,COMPLETION OF AEC ENRICHMENT CONTRACTING,BONN,STATE,12-Aug-74,,"TECH, ENRG, GE, AEC","URANIUM, SALES, PEACEFUL USES OF ATOMIC ENERGY, CONTRACTS",
764,odbc://SAS_1970s/dbo.SAS_Docs/1502825,ROMANIAN ACTIVITY AT INTERNATIONAL YOUTH POPULATION CONFERENCE (IYPC),BUCHAREST,STATE,20-Aug-74,,"SPOP, PFOR, RO, BU, US, VN, PRG, IYPC","POPULATION, YOUTH GROUPS, MEETING DELEGATIONS, MEETINGS, COMMUNIST  FRONT ORGANIZATIONS",
765,odbc://SAS_1970s/dbo.SAS_Docs/1490312,SOUTH AFRICAN PARTICIPATION IN NPT EXPORTERS CTEE,IAEA VIENNA,STATE,21-Aug-74,,"PARM, TECH, SF, (VON SCHIRNDING)","NUCLEAR ENERGY, NPT, COMMITTEE MEETINGS, EXPORTERS",
766,odbc://SAS_1970s/dbo.SAS_Docs/1439401,GOA WORKING LEVEL VIEWS ON NPT AND DISARMAMENT,CANBERRA,STATE,26-Aug-74,,"PARM, MMOL, AS, US, (PRITCHETT)","POLICIES, NPT, DISARMAMENT, ARMS, MILITARY VISITS, MILITARY SALES,  NUCLEAR WEAPONS",
767,odbc://SAS_1970s/dbo.SAS_Docs/1487061,LIBERIA-SIERRA LEONE PLAN TO INTEGRATE FISHERY AND POLLUTION CONTROL  IN TERRITORIAL WATERS,MONROVIA,STATE FREETOWN,21-Aug-74,,"PLOS, EFIS, SENV, ECIN, SL, LI","LAW OF THE SEA, POLLUTION CONTROL, TERRITORIAL WATERS, FISHING  REGULATIONS, INTERGOVERNMENTAL COOPERATION",
768,odbc://SAS_1970s/dbo.SAS_Docs/1607920,BANANA TAX FOLLOWING SENT SECSTATE WASHDC INFO PANCANAL USSOUTHCOM  FROM,STATE,GUATEMALA MULTIPLE,8-Aug-74,,"ETRD, GT, NU, HO, CS, CO, EC, UNITED BRANDS, (MANFREDO, FERNANDO),  (TAYLOR, JOHN)","PRESS COMMENTS, CUSTOMS DUTIES, RELOCATION, BUSINESS FIRMS, BANANAS,  DIPLOMATIC DISCUSSIONS, CONTRACTS, DIPLOMATIC COMMUNICATIONS",
769,odbc://SAS_1970s/dbo.SAS_Docs/1654702,PRG ATTENDANCE AT THE WORLD POPULATION CONFERENCE (WPC) SUMMARY:  SOVIETS VISIT SYG FOR WPC PUCHING HARD TO,USUN NEW YORK,STATE GENEVA,2-Aug-74,,"OCON, SPOP, VS, PRG, WORLD POPULATION CONFERENCE, (CARRILLO-FLORES)","POPULATION, MEETINGS, COMMUNIST FRONT ORGANIZATIONS, MEETING  OBSERVERS, AIDE MEMOIRE",
770,odbc://SAS_1970s/dbo.SAS_Docs/1681300,AFRICAN LIBERATION COMMITTEE OFFICIAL DISCUSSES ANGOLA AND RHODESIA,DAR ES SALAAM,STATE,1-Aug-74,,"PINS, PDEV, AO, RH, ALC, (OYAKA, LABAN S), (NETO, AGOSTINHO)","PARAMILITARY FORCES, POLITICAL LEADERS, MEETINGS",
771,odbc://SAS_1970s/dbo.SAS_Docs/1639465,BANANA TAX,PANAMA,STATE,6-Aug-74,,"ETRD, PN, UNITED FRUIT, (MANFREDO), (TAYLOR, JOHN), (HEYL, VICTOR)","VICE PRESIDENT, CUSTOMS DUTIES, BANANAS, BUSINESS FIRMS, MEETINGS,  EXPORT CONTROLS, MEETING REPORTS",
772,odbc://SAS_1970s/dbo.SAS_Docs/1690888,LABATT WITNESSES OPEN SPLIT BETWEEN TRADE UNION AND PARLIAMENTARY  SECTION OF AUSTRALIAN LABOR PARTY,CANBERRA,STATE,29-Aug-74,,"ELAB, AS","DISPUTES, LABOR UNIONS, POLITICAL PARTIES, LABOR POLICY LINE,  AVIATION AGREEMENTS, SPEECHES",
773,odbc://SAS_1970s/dbo.SAS_Docs/1490181,MOVING THE GREEKS TOWARD A CYPRUS SOLUTION,ATHENS,STATE,21-Aug-74,,"PFOR, GR, TU, CY","MEETING PROCEEDINGS, PEACE TALKS, POLITICAL SITUATION, PEACE PLANS,  PROGRESS REPORTS",
774,odbc://SAS_1970s/dbo.SAS_Docs/1601675,HERSTATT: A SKELETON IN THE BUNDESBANK'S CLOSET,BONN,STATE,9-Aug-74,,"EFIN, GE, HERSTATT BANK","BANKS, FOREIGN EXCHANGE TRANSACTIONS, BUSINESS LOSSES, LOANS, PUBLIC  ATTITUDES",
775,odbc://SAS_1970s/dbo.SAS_Docs/1602017,FONOFF THOUGHTS ON JAPANESE AID TO INDOCHINA COUNTRIES; INDOCHINA  DONORS' MEETING,TOKYO,STATE,8-Aug-74,,"EAID, JA, CB, LA, VS, VN, XC, IRC-3","ECONOMIC ASSISTANCE, GOVERNMENT BUDGET, FINANCIAL CONTRIBUTIONS,  MEETINGS, FOREIGN POLICY POSITION, GOVERNMENT GRANTS, PROGRAMS (PROJECTS), POLITIC AL SITUATION, YEN (CURRENCY)",
776,odbc://SAS_1970s/dbo.SAS_Docs/1664379,"DROUGHT IN CHAD: GOC REQUESTS AIRLIFT, SITUATION MAIDUGURI DISCUSSED  BY OSRO REPRESENTATIVE",NDJAMENA,STATE,2-Aug-74,,"EAID, CD","DISASTER RELIEF, AFDROUGHT, MILITARY AIRLIFTS",
777,odbc://SAS_1970s/dbo.SAS_Docs/1439051,ARGENTINE SAFEGUARDS AGREEMENT WITH IAEA,IAEA VIENNA,STATE,26-Aug-74,,"PARM, TECH, AR, GA, IAEA","NUCLEAR AGREEMENTS, NUCLEAR SAFEGUARDS",
778,odbc://SAS_1970s/dbo.SAS_Docs/1403507,ARGENTINE SAFEGUARDS AGREEMENT WITH IAEA,STATE,EC BRUSSELS,28-Aug-74,,"PARM, TECH, AR, GA, CA, US, IAEA","NUCLEAR AGREEMENTS, NEGOTIATIONS, COMMITTEE MEETINGS",
779,odbc://SAS_1970s/dbo.SAS_Docs/1498631,EXPORT CONTROLS - COMPUTER PRINTERS FROM TEXAS INSTRUMENTS,STATE,REYKJAVIK,20-Aug-74,,"ESTC, BDIS, BTIO, IC, TEXAS INSTRUMENTS INC","DATA PROCESSING EQUIPMENT, STRATEGIC TRADE CONTROLS, COMPUTERS,  EXPORT CONTROLS, REEXPORTS",
780,odbc://SAS_1970s/dbo.SAS_Docs/1598236,SIDELIGHTS ON FAHMY VISIT TO BONN,CAIRO,STATE,9-Aug-74,,"PFOR, GE, EG, (FAHMY, ISMAIL)",MINISTERIAL VISITS,
781,odbc://SAS_1970s/dbo.SAS_Docs/1593394,BANANAS: UNITED BRANDS AGREEMENT WITH HONDURAS,TEGUCIGALPA,STATE,29-Aug-74,,"ETRD, PFOR, HO, UNITED BRANDS, (LACOMBE, HOUSTON), (TAYLOR)","TREATY SIGNATURE, BANANAS, BUSINESS FIRMS, TRADE AGREEMENTS,  SURCHARGES, NEGOTIATIONS",
782,odbc://SAS_1970s/dbo.SAS_Docs/1531672,PROSPECTIVE MIDDLE EASTERN ECONOMIC ASSISTANCE TO SRI LANKA,COLOMBO,STATE,16-Aug-74,,"ETRD, ENRG, ECON, EFIN, CE, XF, US, (BANDARANAIKE, FELIX)","ECONOMIC ASSISTANCE, MINISTERIAL VISITS",
783,odbc://SAS_1970s/dbo.SAS_Docs/1634539,ARGENTINE SHIPS IN THE CUBAN TRADE-- SECTION 620(A)(3) OF FAA,STATE,BUENOS AIRES,6-Aug-74,,"PFOR, MASS, AR, US, (ORFILA), (MEDUS)","EAST WEST TRADE, MILITARY ASSISTANCE, MILITARY TRAINING, CUBA, CARGO  SHIPS, DIPLOMATIC COMMUNICATIONS, FOREIGN POLICY POSITION",
784,odbc://SAS_1970s/dbo.SAS_Docs/1487598,CANADIAN BEEF QUOTAS PASS AGRICULTURE FOR ASSISTANT SECRETARY YEUTTER,OTTAWA,STATE,21-Aug-74,,"ETRD, EAGR, CA, NZ","IMPORT CONTROLS, MEATS, IMPORT QUOTAS, DIPLOMATIC DISCUSSIONS",
785,odbc://SAS_1970s/dbo.SAS_Docs/1619644,ENERGY: SEPTEMBER OIL EXPORT TAX.,OTTAWA,STATE,7-Aug-74,,"ENRG, ETRD, CA","CUSTOMS DUTIES, PETROLEUM, EXPORTS, PRICE TRENDS",
786,odbc://SAS_1970s/dbo.SAS_Docs/1475254,EAL: SPECIAL PURCHASES OF TREASURY SECURITIES BY KUWAIT,KUWAIT,STATE,22-Aug-74,,"EFIN, KU, US","GOVERNMENT BONDS, FOREIGN INVESTMENT",
787,odbc://SAS_1970s/dbo.SAS_Docs/1658300,CYPRUS,THE HAGUE,STATE,2-Aug-74,,"PFOR, PINT, CY, GR, TU, (MAVROS)","COMBAT OPERATIONS, FOREIGN POLICY POSITION, MEETINGS, NEGOTIATIONS",
788,odbc://SAS_1970s/dbo.SAS_Docs/1595211,VATICAN CONCERN OVER TRIAL OF BISHOP CHI,SEOUL,STATE,9-Aug-74,,"PFOR, KS, VT, (CHI HAK SON)","HUMAN RIGHTS, COURTS MARTIAL, TRIALS, CHURCH STATE RELATIONS",
789,odbc://SAS_1970s/dbo.SAS_Docs/1528044,CYPRUS - CANADA WANTS REVIEW OF UNFICYP'S MANDATE,OTTAWA,STATE,16-Aug-74,,"PFOR, CY, CA, GR","ARMISTICE, NEGOTIATIONS, PEACE PLANS, INTERNATIONAL PEACEKEEPING  FORCES",
790,odbc://SAS_1970s/dbo.SAS_Docs/1681442,ZAIRIAN RETURNEES FROM TANZANIA,BUKAVU,STATE KINSHASA,1-Aug-74,,"SREF, PINS, CG, TZ, UNHCR","REFUGEE RESETTLEMENT, REFUGEE RELIEF, FINANCIAL CONTRIBUTIONS",
791,odbc://SAS_1970s/dbo.SAS_Docs/1681421,ZAIRIAN RETURNEES FROM TANZANIA,BUKAVU,STATE KINSHASA,1-Aug-74,,"SREF, PINS, CG, TZ, UNHCR","REFUGEE RESETTLEMENT, VOLUNTARY AGENCIES",
792,odbc://SAS_1970s/dbo.SAS_Docs/1611170,GLOOMY PREDICTIONS FOR BRITISH ECONOMY BY NATI- ONAL INSTITUTE,LONDON,STATE,8-Aug-74,,"EFIN, ECON, UK","ECONOMIC CONDITIONS, INFLATION, ECONOMIC TRENDS",
793,odbc://SAS_1970s/dbo.SAS_Docs/1611161,FCO COMMENTS ON NORWAY AND THE INTEGRATED ENERGY PROGRAM,LONDON,STATE,8-Aug-74,,"ENRG, NO, UK","INTEGRATED ENERGY PROGRAM, FOREIGN POLICY POSITION",
794,odbc://SAS_1970s/dbo.SAS_Docs/1566165,ROK DOMESTIC POLITICAL SCENE: FRENCH AND EUROPEAN ACTIONS,SEOUL,STATE,13-Aug-74,,"PFOR, PINT, KS, FR, UN","INSTRUCTIONS, POLICIES, PENAL SYSTEM, DIPLOMATIC PROTESTS, EMERGENCY  PLANNING, COURTS MARTIAL, MEMBERSHIP APPLICATIONS",
795,odbc://SAS_1970s/dbo.SAS_Docs/1546463,FCO COMMENTS ON NORWAY AND THE INTEGRATED ENERGY PROGRAM,STATE,STOCKHOLM,14-Aug-74,,"ENRG, NO, UK, SW","ENERGY, MEMBERSHIP, IEP, INTEGRATED EMERGENCY PROGRAM, DIPLOMATIC  DISCUSSIONS, POLITICAL SITUATION, NEGOTIATIONS",
796,odbc://SAS_1970s/dbo.SAS_Docs/1410833,: ASSISTANT SYG ABBY FARAH MEETINGS WITH SEKOU TOURE AND GUINEA-BISSAU  LEADERS,CONAKRY,STATE,28-Aug-74,,"PFOR, PORG, PO, PU, GV, UN, (FARAH, ABBY), (TOURE, SEKOU)","PARAMILITARY FORCES, PERSONAL OPINION, MEETINGS, POLITICAL LEADERS,  SELFDETERMINATION",
797,odbc://SAS_1970s/dbo.SAS_Docs/1454057,UN EMERGENCY OPERATION: PREBISCH VISIT TO JAPAN,TOKYO,STATE,23-Aug-74,,"EAID, EFIN, JA, UN, (PREBISCH, RAUL)","LESS DEVELOPED COUNTRIES, VISITS, FINANCIAL CONTRIBUTIONS,  INTERNATIONAL ORGANIZATIONS",
798,odbc://SAS_1970s/dbo.SAS_Docs/1473925,ASTT. UNSYG'S VIEWS ON PORTUGUESE COLONIES,KINSHASA,STATE,22-Aug-74,,"PGOV, PO, AO, MZ, PU, UN, FRELIMO, (FARAH)","INDEPENDENCE, PRESS COMMENTS, DEPENDENCIES",
799,odbc://SAS_1970s/dbo.SAS_Docs/1533274,CIVAIR: COURT LINE IN LIQUIDATION,BRIDGETOWN,STATE,16-Aug-74,,"ETRN, EAIR, BB, BWIA, LIAT, COURT LINE","CIVIL AVIATION, AIRLINES, BANKRUPTCIES",
800,odbc://SAS_1970s/dbo.SAS_Docs/1504860,LANG AFRIQUE SUGAR PROJECT,ABIDJAN,STATE,20-Aug-74,,"ETRD, EFIN, EGEN, EAGR, IV, LANG AFRIQUE","SUGAR, REFINERIES, INDUSTRIAL PLANTS, PROGRAMS (PROJECTS)",
